OBJECTID,ain,SiteAddress,usecode,usetype,usedescription,Vacant_Use,unitstotal,MaxYear,SupDist2021,Submarket_Area,plng_area,Comm_Name,Plan_Name,LUP1,PctLUPArea1,LUP2,PctLUPArea2,LUP3,PctLUPArea3,LUP_Description,LUP_MinDens,LUP_MaxDens,P_LUP_FINAL,P_LUP_Description,P_LUP_FINAL_MinDens,P_LUP_FINAL_MaxDens,Zoning1,PctZngArea1,Zoning2,PctZngArea2,Zoning3,PctZngArea3,Zoning_Description,P_Zoning_FINAL,P_Zoning_Description,Acres,Max_Units_Allowed_Rounded,RHNA_Eligible,Capacity_Inc_Very_Low,Capacity_Inc_Low,Capacity_Inc_Mod,Capacity_Inc_Abv_Mod,Realistic_Capacity,Income_Categories,Consolidation_ID,Consolidation_Adj_APNs,Shape__Area,Shape__Length
2126,8026009017,13308 MEYER RD WHITTIER CA 90605                                                    ,0100,Residential,Single,Non-Vacant,1,1954,4,East Los Angeles / Gateway,Gateway Planning Area,SOUTH WHITTIER - SUNSHINE ACRES,General Plan 2035,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H18,H18 - Residential 18 (0 - 18 du/net ac),0,18,A-1,100,,,,,A-1 - Light Agricultural,R-2,R-2 - Two-Family Residence,0.18222589,4,Yes,0,0,0,3,3,AM,,,7924.7734375,366.200262827204
2127,8026009018,11616 LOUIS AVE WHITTIER CA 90605                                                   ,0100,Residential,Single,Non-Vacant,1,1929,4,East Los Angeles / Gateway,Gateway Planning Area,SOUTH WHITTIER - SUNSHINE ACRES,General Plan 2035,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H18,H18 - Residential 18 (0 - 18 du/net ac),0,18,A-1,100,,,,,A-1 - Light Agricultural,R-2,R-2 - Two-Family Residence,0.17068884,4,Yes,0,0,0,3,3,AM,,,7434.9501953125,390.814602747071
2128,8026010005,13282 MEYER RD WHITTIER CA 90605                                                    ,0100,Residential,Single,Non-Vacant,1,1955,4,East Los Angeles / Gateway,Gateway Planning Area,SOUTH WHITTIER - SUNSHINE ACRES,General Plan 2035,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H18,H18 - Residential 18 (0 - 18 du/net ac),0,18,A-1,100,,,,,A-1 - Light Agricultural,R-2,R-2 - Two-Family Residence,0.19119234,4,Yes,0,0,0,3,3,AM,,,8328.337890625,432.695967822485
2129,8026010006,13288 MEYER RD WHITTIER CA 90605                                                    ,0100,Residential,Single,Non-Vacant,1,1943,4,East Los Angeles / Gateway,Gateway Planning Area,SOUTH WHITTIER - SUNSHINE ACRES,General Plan 2035,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H18,H18 - Residential 18 (0 - 18 du/net ac),0,18,A-1,100,,,,,A-1 - Light Agricultural,R-2,R-2 - Two-Family Residence,0.18511771,4,Yes,0,0,0,3,3,AM,,,8063.728515625,423.218175909491
2130,8026010007,11603 LOUIS AVE WHITTIER CA 90605                                                   ,0100,Residential,Single,Non-Vacant,1,1955,4,East Los Angeles / Gateway,Gateway Planning Area,SOUTH WHITTIER - SUNSHINE ACRES,General Plan 2035,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H18,H18 - Residential 18 (0 - 18 du/net ac),0,18,A-1,100,,,,,A-1 - Light Agricultural,R-2,R-2 - Two-Family Residence,0.11635166,3,Yes,0,0,0,2,2,AM,,,5068.5087890625,288.027359857335
2131,8026010008,11609 LOUIS AVE WHITTIER CA 90605                                                   ,0100,Residential,Single,Non-Vacant,1,1955,4,East Los Angeles / Gateway,Gateway Planning Area,SOUTH WHITTIER - SUNSHINE ACRES,General Plan 2035,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H18,H18 - Residential 18 (0 - 18 du/net ac),0,18,A-1,100,,,,,A-1 - Light Agricultural,R-2,R-2 - Two-Family Residence,0.11593079,3,Yes,0,0,0,2,2,AM,,,5056.029296875,306.455302440337
2132,8026010009,11615 LOUIS AVE WHITTIER CA 90605                                                   ,0100,Residential,Single,Non-Vacant,1,1955,4,East Los Angeles / Gateway,Gateway Planning Area,SOUTH WHITTIER - SUNSHINE ACRES,General Plan 2035,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H18,H18 - Residential 18 (0 - 18 du/net ac),0,18,A-1,100,,,,,A-1 - Light Agricultural,R-2,R-2 - Two-Family Residence,0.14144193,3,Yes,0,0,0,2,2,AM,,,6173.0810546875,363.689272556418
2133,8026010010,11504 LAUREL AVE WHITTIER CA 90605                                                  ,0100,Residential,Single,Non-Vacant,1,1919,4,East Los Angeles / Gateway,Gateway Planning Area,SOUTH WHITTIER - SUNSHINE ACRES,General Plan 2035,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H18,H18 - Residential 18 (0 - 18 du/net ac),0,18,A-1,100,,,,,A-1 - Light Agricultural,R-2,R-2 - Two-Family Residence,0.37666872,7,Yes,0,0,0,5,5,AM,,,16397.572265625,602.969104296822
2134,8026010011,11506 LAUREL AVE WHITTIER CA 90605                                                  ,0400,Residential,Four Units (Any Combination),Non-Vacant,4,1948,4,East Los Angeles / Gateway,Gateway Planning Area,SOUTH WHITTIER - SUNSHINE ACRES,General Plan 2035,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H18,H18 - Residential 18 (0 - 18 du/net ac),0,18,A-1,100,,,,,A-1 - Light Agricultural,R-2,R-2 - Two-Family Residence,0.37330686,7,Yes,0,0,0,3,3,AM,,,16261.248046875,571.790627326003
2135,8026010012,11518 LAUREL AVE WHITTIER CA 90605                                                  ,0200,Residential,Two Units,Non-Vacant,2,2011,4,East Los Angeles / Gateway,Gateway Planning Area,SOUTH WHITTIER - SUNSHINE ACRES,General Plan 2035,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H18,H18 - Residential 18 (0 - 18 du/net ac),0,18,A-1,100,,,,,A-1 - Light Agricultural,R-2,R-2 - Two-Family Residence,0.36589868,7,Yes,0,0,0,4,4,AM,,,15938.5458984375,575.055939591362
2136,8026010013,11602 LAUREL AVE WHITTIER CA 90605                                                  ,0200,Residential,Two Units,Non-Vacant,2,1956,4,East Los Angeles / Gateway,Gateway Planning Area,SOUTH WHITTIER - SUNSHINE ACRES,General Plan 2035,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H18,H18 - Residential 18 (0 - 18 du/net ac),0,18,A-1,100,,,,,A-1 - Light Agricultural,R-2,R-2 - Two-Family Residence,0.35911052,7,Yes,0,0,0,4,4,AM,,,15642.853515625,571.814079809572
2137,8026010014,11623 LOUIS AVE WHITTIER CA 90605                                                   ,0500,Residential,Five or more apartments,Non-Vacant,6,1958,4,East Los Angeles / Gateway,Gateway Planning Area,SOUTH WHITTIER - SUNSHINE ACRES,General Plan 2035,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H18,H18 - Residential 18 (0 - 18 du/net ac),0,18,A-1,100,,,,,A-1 - Light Agricultural,R-2,R-2 - Two-Family Residence,0.68743493,13,Yes,0,0,0,6,6,AM,,,29944.6650390625,744.488227443886
2138,8026010015,13274 MEYER RD WHITTIER CA 90605                                                    ,0100,Residential,Single,Non-Vacant,1,1945,4,East Los Angeles / Gateway,Gateway Planning Area,SOUTH WHITTIER - SUNSHINE ACRES,General Plan 2035,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H18,H18 - Residential 18 (0 - 18 du/net ac),0,18,A-1,100,,,,,A-1 - Light Agricultural,R-2,R-2 - Two-Family Residence,0.14618097,3,Yes,0,0,0,2,2,AM,,,6367.6416015625,323.368177884132
2139,8026010016,13272 MEYER RD WHITTIER CA 90605                                                    ,0200,Residential,Two Units,Non-Vacant,2,1959,4,East Los Angeles / Gateway,Gateway Planning Area,SOUTH WHITTIER - SUNSHINE ACRES,General Plan 2035,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H18,H18 - Residential 18 (0 - 18 du/net ac),0,18,A-1,100,,,,,A-1 - Light Agricultural,R-2,R-2 - Two-Family Residence,0.23989277,5,Yes,0,0,0,3,3,AM,,,10449.73046875,536.696175288636
2140,8026011001,11608 LAUREL AVE WHITTIER CA 90605                                                  ,0100,Residential,Single,Non-Vacant,1,1955,4,East Los Angeles / Gateway,Gateway Planning Area,SOUTH WHITTIER - SUNSHINE ACRES,General Plan 2035,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H18,H18 - Residential 18 (0 - 18 du/net ac),0,18,A-1,100,,,,,A-1 - Light Agricultural,R-2,R-2 - Two-Family Residence,0.12946962,3,Yes,0,0,0,2,2,AM,,,5639.697265625,346.787322439094
2141,8026011003,11614 LAUREL AVE WHITTIER CA 90605                                                  ,0108,Residential,Single,Non-Vacant,1,1937,4,East Los Angeles / Gateway,Gateway Planning Area,SOUTH WHITTIER - SUNSHINE ACRES,General Plan 2035,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H18,H18 - Residential 18 (0 - 18 du/net ac),0,18,A-1,100,,,,,A-1 - Light Agricultural,R-2,R-2 - Two-Family Residence,0.29240288,6,Yes,0,0,0,4,4,AM,,,12737.0673828125,544.542959500105
2142,8026011004,11618 LAUREL AVE WHITTIER CA 90605                                                  ,0100,Residential,Single,Non-Vacant,1,1955,4,East Los Angeles / Gateway,Gateway Planning Area,SOUTH WHITTIER - SUNSHINE ACRES,General Plan 2035,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H18,H18 - Residential 18 (0 - 18 du/net ac),0,18,A-1,100,,,,,A-1 - Light Agricultural,R-2,R-2 - Two-Family Residence,0.13430943,3,Yes,0,0,0,2,2,AM,,,5850.517578125,350.039480892818
2143,8026011006,11622 LAUREL AVE WHITTIER CA 90605                                                  ,0300,Residential,Three Units (Any Combination),Non-Vacant,3,1950,4,East Los Angeles / Gateway,Gateway Planning Area,SOUTH WHITTIER - SUNSHINE ACRES,General Plan 2035,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H18,H18 - Residential 18 (0 - 18 du/net ac),0,18,A-1,100,,,,,A-1 - Light Agricultural,R-2,R-2 - Two-Family Residence,0.36762654,7,Yes,0,0,0,4,4,AM,,,16013.8125,575.310682518061
2144,8026011007,11704 LAUREL AVE WHITTIER CA 90605                                                  ,0300,Residential,Three Units (Any Combination),Non-Vacant,3,1961,4,East Los Angeles / Gateway,Gateway Planning Area,SOUTH WHITTIER - SUNSHINE ACRES,General Plan 2035,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H18,H18 - Residential 18 (0 - 18 du/net ac),0,18,A-1,100,,,,,A-1 - Light Agricultural,R-2,R-2 - Two-Family Residence,0.37997283,7,Yes,0,0,0,4,4,AM,,,16551.6142578125,580.310418172131
2145,8026011009,11716 LAUREL AVE WHITTIER CA 90605                                                  ,0300,Residential,Three Units (Any Combination),Non-Vacant,3,1956,4,East Los Angeles / Gateway,Gateway Planning Area,SOUTH WHITTIER - SUNSHINE ACRES,General Plan 2035,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H18,H18 - Residential 18 (0 - 18 du/net ac),0,18,A-1,100,,,,,A-1 - Light Agricultural,R-2,R-2 - Two-Family Residence,0.36486963,7,Yes,0,0,0,4,4,AM,,,15893.71875,574.042202652105
2146,8026011011,13269 BEATY AVE WHITTIER CA 90605                                                   ,0100,Residential,Single,Non-Vacant,1,1953,4,East Los Angeles / Gateway,Gateway Planning Area,SOUTH WHITTIER - SUNSHINE ACRES,General Plan 2035,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H18,H18 - Residential 18 (0 - 18 du/net ac),0,18,A-1,100,,,,,A-1 - Light Agricultural,R-2,R-2 - Two-Family Residence,0.11480481,3,Yes,0,0,0,2,2,AM,,,5000.8974609375,300.035307837991
2147,8026011012,13285 BEATY AVE WHITTIER CA 90605                                                   ,0100,Residential,Single,Non-Vacant,1,1941,4,East Los Angeles / Gateway,Gateway Planning Area,SOUTH WHITTIER - SUNSHINE ACRES,General Plan 2035,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H18,H18 - Residential 18 (0 - 18 du/net ac),0,18,A-1,100,,,,,A-1 - Light Agricultural,R-2,R-2 - Two-Family Residence,0.12232979,3,Yes,0,0,0,2,2,AM,,,5326.4287109375,307.981249509117
2148,8026011013,11731 LOUIS AVE WHITTIER CA 90605                                                   ,0200,Residential,Two Units,Non-Vacant,2,1959,4,East Los Angeles / Gateway,Gateway Planning Area,SOUTH WHITTIER - SUNSHINE ACRES,General Plan 2035,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H18,H18 - Residential 18 (0 - 18 du/net ac),0,18,A-1,100,,,,,A-1 - Light Agricultural,R-2,R-2 - Two-Family Residence,0.23698943,5,Yes,0,0,0,3,3,AM,,,10323.2607421875,519.061865103537
2149,8026011014,11723 LOUIS AVE WHITTIER CA 90605                                                   ,0300,Residential,Three Units (Any Combination),Non-Vacant,3,1957,4,East Los Angeles / Gateway,Gateway Planning Area,SOUTH WHITTIER - SUNSHINE ACRES,General Plan 2035,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H18,H18 - Residential 18 (0 - 18 du/net ac),0,18,A-1,100,,,,,A-1 - Light Agricultural,R-2,R-2 - Two-Family Residence,0.36244825,7,Yes,0,0,0,4,4,AM,,,15788.24609375,571.042385233594
2150,8026011015,11717 LOUIS AVE WHITTIER CA 90605                                                   ,0200,Residential,Two Units,Non-Vacant,2,1957,4,East Los Angeles / Gateway,Gateway Planning Area,SOUTH WHITTIER - SUNSHINE ACRES,General Plan 2035,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H18,H18 - Residential 18 (0 - 18 du/net ac),0,18,A-1,100,,,,,A-1 - Light Agricultural,R-2,R-2 - Two-Family Residence,0.36244853,7,Yes,0,0,0,4,4,AM,,,15788.2587890625,571.042712283278
2151,8026011016,11713 LOUIS AVE WHITTIER CA 90605                                                   ,0100,Residential,Single,Non-Vacant,1,1934,4,East Los Angeles / Gateway,Gateway Planning Area,SOUTH WHITTIER - SUNSHINE ACRES,General Plan 2035,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H18,H18 - Residential 18 (0 - 18 du/net ac),0,18,A-1,100,,,,,A-1 - Light Agricultural,R-2,R-2 - Two-Family Residence,0.16914225,4,Yes,0,0,0,3,3,AM,,,7367.8369140625,491.042125065079
2152,8026011017,11709 LOUIS AVE WHITTIER CA 90605                                                   ,0100,Residential,Single,Non-Vacant,1,1939,4,East Los Angeles / Gateway,Gateway Planning Area,SOUTH WHITTIER - SUNSHINE ACRES,General Plan 2035,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H18,H18 - Residential 18 (0 - 18 du/net ac),0,18,A-1,100,,,,,A-1 - Light Agricultural,R-2,R-2 - Two-Family Residence,0.20782295,4,Yes,0,0,0,3,3,AM,,,9052.767578125,507.042096017926
2153,8026011019,11631 LOUIS AVE WHITTIER CA 90605                                                   ,0200,Residential,Two Units,Non-Vacant,2,1960,4,East Los Angeles / Gateway,Gateway Planning Area,SOUTH WHITTIER - SUNSHINE ACRES,General Plan 2035,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H18,H18 - Residential 18 (0 - 18 du/net ac),0,18,A-1,100,,,,,A-1 - Light Agricultural,R-2,R-2 - Two-Family Residence,0.24178513,5,Yes,0,0,0,3,3,AM,,,10532.1630859375,521.042301575265
2154,8026011020,11625 LOUIS AVE WHITTIER CA 90605                                                   ,0300,Residential,Three Units (Any Combination),Non-Vacant,3,1949,4,East Los Angeles / Gateway,Gateway Planning Area,SOUTH WHITTIER - SUNSHINE ACRES,General Plan 2035,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H18,H18 - Residential 18 (0 - 18 du/net ac),0,18,A-1,100,,,,,A-1 - Light Agricultural,R-2,R-2 - Two-Family Residence,0.35090477,7,Yes,0,0,0,4,4,AM,,,15285.4111328125,572.3184782313
2155,8026011021,11722 LAUREL AVE WHITTIER CA 90605                                                  ,0100,Residential,Single,Non-Vacant,1,1928,4,East Los Angeles / Gateway,Gateway Planning Area,SOUTH WHITTIER - SUNSHINE ACRES,General Plan 2035,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H18,H18 - Residential 18 (0 - 18 du/net ac),0,18,A-1,100,,,,,A-1 - Light Agricultural,R-2,R-2 - Two-Family Residence,0.24960357,5,Yes,0,0,0,4,4,AM,,,10872.7373046875,408.572338191923
2156,8026011024,11705 LOUIS AVE WHITTIER CA 90605                                                   ,0100,Residential,Single,Non-Vacant,1,1981,4,East Los Angeles / Gateway,Gateway Planning Area,SOUTH WHITTIER - SUNSHINE ACRES,General Plan 2035,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H18,H18 - Residential 18 (0 - 18 du/net ac),0,18,A-1,100,,,,,A-1 - Light Agricultural,R-2,R-2 - Two-Family Residence,0.23614961,5,Yes,0,0,0,4,4,AM,,,10286.6767578125,572.022678655533
2157,8026011025,11703 LOUIS AVE WHITTIER CA 90605                                                   ,0100,Residential,Single,Non-Vacant,1,1939,4,East Los Angeles / Gateway,Gateway Planning Area,SOUTH WHITTIER - SUNSHINE ACRES,General Plan 2035,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H18,H18 - Residential 18 (0 - 18 du/net ac),0,18,A-1,100,,,,,A-1 - Light Agricultural,R-2,R-2 - Two-Family Residence,0.12857949,3,Yes,0,0,0,2,2,AM,,,5600.921875,324.037696009608
2158,8026011026,11712 LAUREL AVE WHITTIER CA 90605                                                  ,0200,Residential,Two Units,Non-Vacant,2,1991,4,East Los Angeles / Gateway,Gateway Planning Area,SOUTH WHITTIER - SUNSHINE ACRES,General Plan 2035,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H18,H18 - Residential 18 (0 - 18 du/net ac),0,18,A-1,100,,,,,A-1 - Light Agricultural,R-2,R-2 - Two-Family Residence,0.21931928,4,Yes,0,0,0,2,2,AM,,,9553.546875,574.041971282672
2159,8026011027,11710 LAUREL AVE WHITTIER CA 90605                                                  ,0100,Residential,Single,Non-Vacant,1,1924,4,East Los Angeles / Gateway,Gateway Planning Area,SOUTH WHITTIER - SUNSHINE ACRES,General Plan 2035,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H18,H18 - Residential 18 (0 - 18 du/net ac),0,18,A-1,100,,,,,A-1 - Light Agricultural,R-2,R-2 - Two-Family Residence,0.14602271,3,Yes,0,0,0,2,2,AM,,,6360.75,332.038777515105
2160,8026016003,11406 SHOEMAKER AVE WHITTIER CA 90605                                               ,0100,Residential,Single,Non-Vacant,1,1938,4,East Los Angeles / Gateway,Gateway Planning Area,SOUTH WHITTIER - SUNSHINE ACRES,General Plan 2035,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H18,H18 - Residential 18 (0 - 18 du/net ac),0,18,A-1,100,,,,,A-1 - Light Agricultural,R-2,R-2 - Two-Family Residence,0.22512529,5,Yes,0,0,0,4,4,AM,,,9806.4560546875,492.037351680272
2161,8026016004,13022 RAINIER AVE WHITTIER CA 90605                                                 ,0100,Residential,Single,Non-Vacant,1,1912,4,East Los Angeles / Gateway,Gateway Planning Area,SOUTH WHITTIER - SUNSHINE ACRES,General Plan 2035,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H18,H18 - Residential 18 (0 - 18 du/net ac),0,18,A-1,100,,,,,A-1 - Light Agricultural,R-2,R-2 - Two-Family Residence,0.14896585,3,Yes,0,0,0,2,2,AM,,,6488.9541015625,327.273338656805
2162,8026016005,11412 SHOEMAKER AVE WHITTIER CA 90605                                               ,0100,Residential,Single,Non-Vacant,1,1940,4,East Los Angeles / Gateway,Gateway Planning Area,SOUTH WHITTIER - SUNSHINE ACRES,General Plan 2035,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H18,H18 - Residential 18 (0 - 18 du/net ac),0,18,A-1,100,,,,,A-1 - Light Agricultural,R-2,R-2 - Two-Family Residence,0.30246692,6,Yes,0,0,0,4,4,AM,,,13175.4580078125,626.548478145504
2163,8026016006,11418 SHOEMAKER AVE WHITTIER CA 90605                                               ,0200,Residential,Two Units,Non-Vacant,2,1943,4,East Los Angeles / Gateway,Gateway Planning Area,SOUTH WHITTIER - SUNSHINE ACRES,General Plan 2035,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H18,H18 - Residential 18 (0 - 18 du/net ac),0,18,A-1,100,,,,,A-1 - Light Agricultural,R-2,R-2 - Two-Family Residence,0.45313365,9,Yes,0,0,0,6,6,AM,,,19738.5009765625,676.539088947968
2164,8026016010,11512 SHOEMAKER AVE WHITTIER CA 90605                                               ,0100,Residential,Single,Non-Vacant,1,1937,4,East Los Angeles / Gateway,Gateway Planning Area,SOUTH WHITTIER - SUNSHINE ACRES,General Plan 2035,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H18,H18 - Residential 18 (0 - 18 du/net ac),0,18,A-1,100,,,,,A-1 - Light Agricultural,R-2,R-2 - Two-Family Residence,0.46449735,9,Yes,0,0,0,7,7,AM,,,20233.5029296875,680.05843121761
2165,8026016011,11518 SHOEMAKER AVE WHITTIER CA 90605                                               ,0300,Residential,Three Units (Any Combination),Non-Vacant,3,1961,4,East Los Angeles / Gateway,Gateway Planning Area,SOUTH WHITTIER - SUNSHINE ACRES,General Plan 2035,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H18,H18 - Residential 18 (0 - 18 du/net ac),0,18,A-1,100,,,,,A-1 - Light Agricultural,R-2,R-2 - Two-Family Residence,0.45243368,9,Yes,0,0,0,5,5,AM,,,19708.01171875,675.535785332657
2166,8026016013,11602 SHOEMAKER AVE WHITTIER CA 90605                                               ,0100,Residential,Single,Non-Vacant,1,1933,4,East Los Angeles / Gateway,Gateway Planning Area,SOUTH WHITTIER - SUNSHINE ACRES,General Plan 2035,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H18,H18 - Residential 18 (0 - 18 du/net ac),0,18,A-1,100,,,,,A-1 - Light Agricultural,R-2,R-2 - Two-Family Residence,0.43719653,8,Yes,0,0,0,6,6,AM,,,19044.28125,670.548785209341
